Publication Type;Authors;Author Full Names;Title;Jurnal;Abstract;ORCIDs;ISSN;eISSN;ISBN;Publication Date;Publication_Year;Volume;Issue;Special Issue;Start Page;End Page;Article Number;DOI;DOI Link;UT (Unique WOS ID)
J;"Dicianno, BE; Joseph, J; Sergeant, G; Eckstein, S; Zigler, CK; Quinby, E; Schmeler, MR; Schein, RM; Pearlman, J; Cooper, RA";"Dicianno, Brad E.; Joseph, James; Sergeant, Gunnery; Eckstein, Stacy; Zigler, Christina K.; Quinby, Eleanor; Schmeler, Mark R.; Schein, Richard M.; Pearlman, Jon; Cooper, Rory A.";The Voice of the Consumer: A Survey of Veterans and Other Users of Assistive Technology;MILITARY MEDICINE;Introduction: A total of 3.6 million Americans and over 250,000 veterans use wheelchairs. The need for advancements in mobility-assistive technologies is continually growing due to advances in medicine and rehabilitation that preserve and prolong the lives of people with disabilities, increases in the senior population, and increases in the number of veterans and civilians involved in conflict situations. The purpose of this study is to survey a large sample of veterans and other consumers with disabilities who use mobility-assistive technologies to identify priorities for future research and development. Materials and Methods: This survey asked participants to provide opinions on the importance of developing various mobility-assistive technologies and to rank the importance of certain technologies. Participants were also asked to provide open-ended comments and suggestions. Results: A total of 1,022 individuals, including 500 veterans, from 49 states within the USA and Puerto Rico completed the survey. The average age of respondents was 54.3 yr, and they represented both new and experienced users of mobility-assistive technologies. The largest diagnostic group was spinal cord injury (SCI) (N = 491, 48.0%). Several themes on critical areas of research emerged from the open-ended questions, which generated a total of 1,199 comments. Conclusion: This survey revealed several themes for future research and development. Advanced wheelchair design, smart device applications, human- machine interfaces, and assistive robotics and intelligent systems emerged as priorities. Survey results also demonstrated the importance for researchers to understand the effects of policy and cost on translational research and to be involved in educating both consumers and providers.;;0026-4075;1930-613X;;NOV-DEC;2018;183;11-12;;E518;E525;;10.1093/milmed/usy033;http://dx.doi.org/10.1093/milmed/usy033;WOS:000451813600026
J;"Thichanpiang, P; Sansri, V; Thongchoomsin, S; Juntorn, S; Wangkawan, T; Sorasak, S; Baramee, P; Permpoonputtana, K; Thawisuk, C; Nopparat, C; Kaunnil, A";"Thichanpiang, Peeradech; Sansri, Veerawat; Thongchoomsin, Surachart; Juntorn, Sutinun; Wangkawan, Thitiya; Sorasak, Supatida; Baramee, Phichaya; Permpoonputtana, Kannika; Thawisuk, Chirathip; Nopparat, Chutikorn; Kaunnil, Anuchart";Occupational Therapists' Experience of Using Home Adaptation and Assistive Products as Interventions for Older Individuals and Persons with Disabilities in Thailand;QUALITATIVE REPORT;As Thailand becomes an aged society it is important to promote advancements in geriatric medicine to provide the best care for older individuals. The right assistive facilities and household mobility equipment are essential for everyday activities. The use of home adaptations and assistive products can maximize the quality of life for older individuals and make life more convenient for those with disabilities. This study aimed to investigate the experience of occupational therapists, using home adaptations and assistive products. An individual interview was conducted with eight occupational therapists who worked at regional hospitals and centers of excellence throughout Thailand using a qualitative study. The results were interpreted through thematic analysis. Five main themes emerged: (1) empowering independent living at home, (2) accident prevention and safety, (3) family financial constraints and barriers, (4) availability and accessibility of products, and (5) matching products with clients' capabilities and needs. Based on an occupational therapy approach, this study examines Thailand's needs for home adaptations and assistive products, as well as barriers to accessing those products and services. Through a contribution to knowledge and information based on occupational therapists' experience, the laws and regulations regarding home adaptations and assistive products for people with disabilities can be improved. Additionally, the interdisciplinary team and authorities involved in this issue should also collaborate to formulate guidelines for home adaptations and assistive products for older individuals and persons with disabilities in the future.;"Thawisuk, Chirathip/0000-0001-7650-617X; KAUNNIL, ANUCHART/0000-0002-8178-6513; Baramee, Phichaya/0009-0001-8045-2909; Thongchoomsin, Surachart/0000-0001-6190-0051; Siangchin, Supatida Sorasak/0000-0001-7981-7379; Sansri, Veerawat/0009-0002-4541-1658";1052-0147;2160-3715;;MAR;2023;28;3;;762;+;;10.46743/2160-3715/2023.5751;http://dx.doi.org/10.46743/2160-3715/2023.5751;WOS:000995375600001
J;"Shoham, S; Heber, M";"Shoham, Snunith; Heber, Meital";CHARACTERISTICS OF A VIRTUAL COMMUNITY FOR INDIVIDUALS WHO ARE D/DEAF AND HARD OF HEARING;AMERICAN ANNALS OF THE DEAF;THE CONTENT of 2,050 messages on a virtual forum for d/Deaf and hard of hearing people in Israel was analyzed. Interactions and behavior were monitored to determine if behavior on the forum expressed social support, and whether the community was an entirely virtual community or a real community whose members also met in other venues. Subjects discussed in messages included technical difficulties, coping with difficulties presented by hearing loss, adjusting to assistive devices, difficulties at school and work, accessibility issues, difficulties communicating with the hearing world, and rights. Messages were also used to initiate a range of social activities. Classification of behaviors per the Social Support Behavior Code (Cutrona & Suhr, 1992) showed that most were in the category of informational support. Other types of support in the model, tangible assistance, emotional support, social network support, and esteem support, were evident in fewer messages.;;0002-726X;;;SUM;2012;157;3;;251;263;;10.1353/aad.2012.1625;http://dx.doi.org/10.1353/aad.2012.1625;WOS:000308117300003
J;"Lephart, K; Utsey, C; Wild, DL; Fisher, SR";"Lephart, Kim; Utsey, Carolyn; Wild, Dana L.; Fisher, Steve R.";Estimating Energy Expenditure for Different Assistive Devices in the School Setting;PEDIATRIC PHYSICAL THERAPY;Purpose: This case report describes a simple means of estimating energy costs for a child with cerebral palsy using different assistive devices within a school setting. Key Points: A 9-year-old boy, Gross Motor Function Classification Scale level HI, was assessed over 8 ambulation trials using a posterior walker and using forearm crutches. Each trial was followed by a fine motor accuracy task. An energy expenditure index (EEI) was calculated for each device. For the posterior walker, EEI was 47% higher overall compared with forearm crutches. Fine motor accuracy and task completion time were similar for both devices. Conclusion: EEI was a straightforward method of estimating the energy costs of different assistive devices. Measurement procedures described in this case were time efficient in the field and provided a reasonable estimation of energy expenditure to help decide objectively which assistive device would best fit the needs of the student. Video Abstract: For more insights from the authors, see Supplemental Digital Content 1, available at http://links.lww.com/PPT/A63.;;0898-5669;1538-005X;;FAL;2014;26;3;;354;359;;10.1097/PEP.0000000000000047;http://dx.doi.org/10.1097/PEP.0000000000000047;WOS:000338689300019
J;"Long, A; Edwards, J; Worthington, J; Cotterill, N; Weir, I; Drake, MJ; van den Heuvel, E";"Long, Adele; Edwards, Julia; Worthington, Joanna; Cotterill, Nikki; Weir, Iain; Drake, Marcus J.; van den Heuvel, Eleanor";Clinical Evaluation of a Prototype Underwear Designed to Detect Urine Leakage From Continence Pads;JOURNAL OF WOUND OSTOMY AND CONTINENCE NURSING;PURPOSE: We evaluated the performance of prototype underwear designed to detect urine leakage from continence pads, their acceptability to users, and their effect on health-related quality of life and psychosocial factors. DESIGN: Prototype product evaluation. SUBJECTS AND SETTING: Participants were 81 women with an average age of 67 years (range, 32-98 years) recruited between October 2010 and February 2012 from outpatient clinics, general practice surgeries, community continence services, and through charities and networks. METHODS: The TACT3 project developed and manufactured a prototype undergarment designed to alert the wearer to a pad leak before it reaches outer clothing or furniture. The study was conducted in 2 stages: a pilot/feasibility study to assess general performance and a larger study to measure performance, acceptability to users, health-related quality of life, and psychosocial impact. Participants were asked to wear the prototype underwear for a period of 2 weeks, keeping a daily diary of leakage events for the first 7 days. They also completed validated instruments measuring lower urinary tract symptoms, health-related quality of life, and psychosocial impact. RESULTS: On average, 86% of the time participants were alerted to pad leakage events. More than 90% thought the prototype underwear was good or OK and that it would or could give them more confidence. Mean scores for the International Consultation on Incontinence Questionnaire-Urinary Incontinence Short Form indicated no change in the level of symptoms reported before or after the intervention, and no significant changes in health-related quality of life status occurred, except improvement in for travel restrictions. Evaluation via the Psychosocial Impact of Assistive Devices Scale also indicated a positive impact. CONCLUSION: The prototype underwear evaluated in this study was effective and acceptable for 5 out of every 10 wearers. Findings also suggest that the prototype underwear is suitable for women of all ages, dress sizes, and continence severity.;"Cotterill, Nikki/0000-0001-6921-2712; Drake, Marcus/0000-0002-6230-2552; van den Heuvel, Eleanor/0000-0003-3603-2576; Worthington, Jo/0000-0002-2860-3511";1071-5754;1528-3976;;NOV-DEC;2015;42;6;;628;635;;10.1097/WON.0000000000000178;http://dx.doi.org/10.1097/WON.0000000000000178;WOS:000369705800008
J;"Kjeken, I; Darre, S; Slatkowsky-Cristensen, B; Hermann, M; Nilsen, T; Eriksen, CS; Nossum, R";"Kjeken, Ingvild; Darre, Siri; Slatkowsky-Cristensen, Barabara; Hermann, Merete; Nilsen, Tove; Eriksen, Camilla S.; Nossum, Randi";Self-management strategies to support performance of daily activities in hand osteoarthritis;SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY;Aims: The main aim of this study was to explore self-management strategies in persons with hand osteoarthritis (HOA). Methods: Self-management strategies were explored in semi-structured interviews, in which 125 participants described strategies, use of devices or equipment, and advice they would give to people with HOA concerning how to manage their daily life. Results: The participants made a total of 483 statements, which were classified into 27 discrete strategies, and thereafter grouped into 13 broader strategies within three categories: general behavioural strategies, HOA-specific behavioural strategies, and cognitive strategies. The broad strategy activity accommodations specifically addressed performance of daily activities in people with HOA, comprising use assistive devices, adapt tools, materials or working techniques, practise activity pacing and stop or avoid certain activities, of which the two first were the most frequently stated by participants. Conclusions: People with HOA use a wide variety of self-management strategies to support performance of daily activities, in which use of assistive devices and activity adaptation are the most frequently reported strategies. Patient-recommended self-management strategies should be included in written information material and patient education programmes, which should be developed in cooperation with patient representatives and made available for patients soon after they are diagnosed.;;1103-8128;;;JAN;2013;20;1;;29;36;;10.3109/11038128.2012.661457;http://dx.doi.org/10.3109/11038128.2012.661457;WOS:000312785300005
J;"Tsotsoros, J; Chamberlin, H; Collins, R; McDonald, K; McAuley, L";"Tsotsoros, Jessica; Chamberlin, Hailey; Collins, Reagan; McDonald, Katlyn; McAuley, Luke";The maintenance and interface of two wheelchairs used by children with cerebral palsy in Kenya: a cross-sectional study;DISABILITY AND REHABILITATION-ASSISTIVE TECHNOLOGY;"Current wheelchairs used in low-resource settings lack the adjustability required for children with cerebral palsy and are not well-suited for rough terrain environments. This study aimed to examine the durability and functional interface of two wheelchairs specifically designed for use in low-resource settings. This descriptive study assessed 14 wheelchairs used by children with cerebral palsy living in Kenya, Africa (Momentum Wheels for Humanity's Liberty II wheelchair n = 6, Beeline's Honey Bee wheelchair n = 8). Four physical and occupational therapists evaluated durability using the Wheelchair Components Questionnaire (WCQ) and functionality using the Wheelchair Interface Questionnaire (WIQ). Medians were used to compare differences in the chair types using the Wilcoxon-Mann-Whitney test in Statistical Analysis Software (SAS) 9.4 with an alpha = 0.05. Median scores on the WCQ were 8.3/10 for the Liberty II and 7.8/10 for Beeline's Honey Bee wheelchair; however, the durability of the wheel locks was lower in the Beeline wheelchair (5.1/10 compared to the Liberty II 8.1/10 (p = 0.002). Median scores on the WIQ were lower and significantly different in the area of preventing distal lower extremity pain (Liberty II =3.7/10 and Beeline = 7.6/10, p = 0.045). Low scores occurred in both chairs in the areas of transfers and transporting the chairs in the community. The Beeline wheelchairs demonstrated higher average ratings for all areas of the WIQ, indicating the wheelchairs fit the children better and were more functional for use in the home and community environment. Beeline Honey Bee and Clasp Liberty II wheelchairs demonstrate strengths supporting children in their communities, although no single type of wheelchair is perfect for children with cerebral palsy in low to middle-income countries with rough terrain.Rehabilitation professionals can use their physiological expertise to provide feedback on durability and functionality of wheelchairs in collaboration with wheelchair manufacturers to provide the most durable, cost-effective assistive technologies that support the user's physiological needs.The appropriate provision of wheelchairs can increase the quality of life for the child and their families, enabling them to participate in their local communities more fully.";;1748-3107;1748-3115;;2024 JUN 29;2024;;;;;;;10.1080/17483107.2024.2374047;http://dx.doi.org/10.1080/17483107.2024.2374047;WOS:001259250800001
J;"Mattison, CA; Wilson, MG; Wang, RH; Waddell, K";"Mattison, Cristina A.; Wilson, Michael G.; Wang, Rosalie H.; Waddell, Kerry";Enhancing Equitable Access to Assistive Technologies in Canada: Insights from Citizens and Stakeholders;CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT;The need for assistive technologies in Canada is increasing, but access is inconsistent and fragmented which can result in unmet needs. We aimed to identify citizens' values and preferences for how to enhance equitable access to assistive technologies and to engage policymakers, stakeholders, and researchers in deliberations to spark action. In spring 2017, we convened three citizen panels and a stakeholder dialogue. Key panel findings were included in an evidence brief that informed dialogue participants. Thirty-seven citizens participated in panels and emphasized the need for access to reliable information, equitable access to assistive technologies regardless of ability to pay, and the need for collaboration. Twenty-two dialogue participants focused on the need for a guiding framework that supports fundamental change across the country. The proposed policy framework can enhance access to assistive technologies through enabling simplified policies and programs, along with fostering robust data collection and evaluation to support countrywide innovation and accountability.;;0714-9808;1710-1107;;MAR;2020;39;1;;69;88;PII S0714980819000187;10.1017/S0714980819000187;http://dx.doi.org/10.1017/S0714980819000187;WOS:000510458600006
J;"Sandell, C; Kjellberg, A; Taylor, RR";"Sandell, Caroline; Kjellberg, Anette; Taylor, Renee R.";Participating in diagnostic experience: Adults with neuropsychiatric disorders;SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY;"Knowledge regarding neuropsychiatric disabilities has increased in recent years, resulting in an increasing number of adults requesting neuropsychiatric evaluation. The aim of this qualitative study was to describe adult clients' experiences of participating actively in a supportive assessment process in which they received a diagnosis of either autism spectrum disorder (ASD) and/or attention-deficit hyperactivity disorder (ADHD) and then received follow-up counselling, guidance, and compensatory resources that were immediate and directly integrated into the diagnostic experience. The Occupational Performance History Interview - Second Version (OPHI-II) was selected because it is client-centred. It measures how a significant life event affects a person's occupational identity, occupational competence, and interaction with the environment. The OPHI-II was administered to capture 15 participants' experiences of being diagnosed with ASD and/or ADHD as the significant life event of focus. Three categories were formed by using qualitative content analysis: (i) strengthened occupational identity; (ii) compensatory support enhances occupational competence, and (iii) effects of the social environment on relationships. Findings indicated that the diagnostic experience had transformative effects on participants' occupational identities, occupational competence, and ability to self-advocate for increased understanding and resources within their environments. The implications of these findings and future research are discussed.";;1103-8128;1651-2014;;MAR;2013;20;2;;136;142;;10.3109/11038128.2012.741621;http://dx.doi.org/10.3109/11038128.2012.741621;WOS:000315357700008
J;Feldner, H;Feldner, Heather;Impacts of Early Powered Mobility Provision on Disability Identity: A Case Study;REHABILITATION PSYCHOLOGY;"Background/Purpose: Providing powered mobility technology to people with disabilities is a common rehabilitation practice. However, the relationship between powered mobility introduction and identity development, when considered in the context of lived experiences of children with disabilities and their families, is not well understood. Investigating this relationship is timely given the emergence of alternative, community-based early mobility opportunities using adapted mobility toys whose impact may contrast experiences using powered wheelchairs typically provided in rehabilitation settings. Method: Using a qualitative, ethnographic case study approach, in-depth interview and field observation data were collected with 2 children and families, 1 who received a traditional powered wheelchair and the other who received an adapted mobility toy. A grounded theory approach guided the data analysis, and emerging themes were discussed until consensus was reached between Heather Feldner and families. Results: Findings revealed four themes: (1) dys/function of mobility technology; (2) daily Life, play, and participation; (3) emerging self/advocacy; and (4) complex family/industry interplay. Conclusion: Similarities and differences were present within the situated experiences of each family. Experiences were foregrounded by instances of emerging identity development throughout provision processes that were influenced by caregiver perceptions of disability (positive vs. negative), aesthetics and function (medical vs. adventure), and perceived intent of the devices (an opportunity for freedom vs. prolonging need for undesired mobility equipment). These findings highlight the varied dynamics and spheres of influence this transaction may have on the developing identity of children with disabilities, which may ultimately help inform future models of provision and rehabilitation practices. Impact and Implications This research highlights novel perspectives and experiences of very young children with disabilities and their families participating in early powered mobility provision, which offers a methodological framework for future work capturing young children's voices along with caregiver perceptions by proxy. This study applies a grounded theory framework and qualitative methodology to a rehabilitative process that has been skewed toward quantitative investigation of functional performance assessment and outcomes. By foregrounding the situated knowledge of disability, mobility, and technology experienced by children and families as a central discourse during powered mobility provision processes, this study contributes to advocacy for children who use mobility technology, by questioning how current and future design and provision can improve to positively impact their developing identities. This study helps to challenge traditional and often subconscious mobility hierarchies and advocate for the need for further education for rehabilitation professionals in areas of mobility technology provision and alternative models of disability. This work contributes to strengthening the call among rehabilitation professionals and families to advocate for policy change regarding funding and equipment justification, to allow for a broader conceptualization of early powered mobility for children, and more successful engagement with underserved populations.";;0090-5550;1939-1544;;MAY;2019;64;2;SI;130;145;;10.1037/rep0000259;http://dx.doi.org/10.1037/rep0000259;WOS:000464418500004
J;"Poh, JXY; Chan, KH; Tan, SSL; Xu, TM";"Poh, Jess Xiu Yi; Chan, Kuang Hong; Tan, Samantha Si Li; Xu, Tianma";Occupational therapists' perceptions of the feasibility of using tele-assessment for remote prescription of assistive devices in Singapore: A qualitative study;WORK-A JOURNAL OF PREVENTION ASSESSMENT & REHABILITATION;BACKGROUND: Occupational therapists (OT) assess and prescribe assistive devices to older adults with limitations in performing daily living activities. Timely prescription of assistive devices to accommodate the rising demand has been affected by the COVID-19 pandemic. Tele-assessment allows for continuity of care, but its success depends on therapists' acceptance. OBJECTIVE: This study examined OTs' perceptions of the feasibility of conducting tele-assessment and developing a clinical practice guideline for remote prescription of assistive devices for older adults in Singapore. METHODS: Eligible OTs were recruited from purposive sampling. Semi-structured interviews were conducted via a virtual platform (Zoom). Audio recordings were transcribed verbatim. Inductive thematic analysis using a line-by-line coding method was used to identify common trends. RESULTS: Interviews with 10 participants revealed three main themes: (1) therapists' perceptions of the feasibility of tele-assessment, (2) criteria for safe and appropriate prescription of assistive devices via tele-assessment, and (3) practical considerations for the implementation of tele-assessment. Participants felt that tele-assessment increases efficiency with more older adults being more receptive towards technology. They also raised suggestions to address OTs' concerns regarding the safety and accuracy prescription of assistive devices following tele-assessment. This included establishing the client's suitability for assistive device prescription, characteristics of assistive devices, resources required, and considering the preferences of stakeholders involved. CONCLUSION: Tele-assessment for assistive device prescription byOTs appears feasible in Singapore. OTs should consider collaborating with other stakeholders to develop a tele-assessment clinical practice guideline for assistive device prescription. Further studies testing its clinical effectiveness during and/or post-pandemic are warranted.;;1051-9815;1875-9270;;;2024;77;4;;1153;1163;;10.3233/WOR-230168;http://dx.doi.org/10.3233/WOR-230168;WOS:001208806800012
J;"Bai, X; Lai, DWL; Liu, C";"Bai, Xue; Lai, Daniel W. L.; Liu, Chang";Personal care expectations: Photovoices of Chinese ageing adults in Hong Kong;HEALTH & SOCIAL CARE IN THE COMMUNITY;The increasing ageing population contributes to growing demands for personal care that fulfils ageing adults' preferences and expectations. This study explored Chinese ageing adults' expected forms and sources of future personal care and the factors influencing care expectations. A qualitative photovoice research method - which integrated photography, interviews and group discussions - was used for data collection between January and April 2016. Through purposive sampling, 36 community-residing participants aged 51-80 years took photographs that captured personal care preferences or expectations within individual, familial and societal contexts. Participants described feelings of worry, uncertainty and unpreparedness for future care needs and arrangements. They preferred practicing self-care for as long as possible and remaining in their homes and communities (ageing in place) through support from assistive technologies, family members or home-based and community services. Institutional care was regarded as the last resort. The findings reflected discrepancies between ageing adults' care preferences and realities and their ambivalent attitudes towards filial care when switching between roles. Confronted with the increasingly unreliable family care, financial resources and insufficient community services, participants anticipated receiving institutional care that would be less satisfying or that they would dislike. As caregivers, ageing adults displayed strong commitment to filial obligations, whereas when perceiving themselves as care receivers they felt that they could not expect care from their children because of practical considerations. By understanding preferred care forms and sources, actors can devote resources, policies and interventions to support self-care through proactive planning and technological advancement, foster ageing in place through family and community care, and improve institutional care to enable ageing with dignity.;"LIU, Chang/0000-0001-9760-9039; BAI, Xue/0000-0002-0502-7291; Lai, Daniel W.L./0000-0001-6365-3189";0966-0410;1365-2524;;MAY;2020;28;3;;1071;1081;;10.1111/hsc.12940;http://dx.doi.org/10.1111/hsc.12940;WOS:000506307800001
J;"Cornman, JC; Freedman, VA; Agree, EM";"Cornman, JC; Freedman, VA; Agree, EM";Measurement of assistive device use: Implications for estimates of device use and disability in late life;GERONTOLOGIST;Purpose: This study systematically reviews approaches that national surveys have used to measure the use of assistive devices and examines the implications of these different approaches for prevalence estimates of device use and disability in late life. Design and Methods: Cross-sectional data from six national surveys are used to compare rates of assistive device use and disability among community-dwelling adults aged 65 and older. Results: Estimates of the use of any device are similar across surveys, ranging from 14% to 18% for the population of adults aged 65 and older. However, one survey design element-the restriction of device-use questions to those reporting difficulty with daily activities-omits a potentially sizeable group: those who use devices but report no difficulty. Including this group of device users significantly increases the prevalence estimates of both device use and disability. Implications: The use of assistance and perceptions of difficulty are inextricably interwoven, and attention to the measurement of these concepts is needed. Survey designers may want to consider asking questions about assistive device use independent of questions about difficulty. In addition, researchers who study disability may want to consider including those who report using devices but no difficulty, a group that may become more prevalent as new cohorts age.;;0016-9013;1758-5341;;JUN;2005;45;3;;347;358;;10.1093/geront/45.3.347;http://dx.doi.org/10.1093/geront/45.3.347;WOS:000229460500007
J;"Huang, NN; Fu, M; Gao, FM; Wang, YB; Lu, M; Li, X; Wang, DD; Wang, J";"Huang, Nannan; Fu, Min; Gao, Fumei; Wang, Yanbing; Lu, Man; Li, Xin; Wang, Dandan; Wang, Jing";Influence of targeted nursing-guided bladder filling on embryo transfer outcomes and patient comfort: A prospective open randomized controlled study;TECHNOLOGY AND HEALTH CARE;BACKGROUND: The success of assisted pregnancy relies heavily on the effectiveness of the embryo transfer process. Currently, embryo transfer is typically conducted with the assistance of abdominal ultrasound. OBJECTIVE: The primary aim of this study was to evaluate the influence of targeted nursing interventions on the embryo transfer procedure, its impact on pregnancy outcomes, and the level of patient comfort concerning bladder management throughout the procedure. METHODS: A total of 247 patients who underwent embryo transfer at the Reproductive Center of Peking University People's Hospital from December 2019 to August 2020 were included in this study. These patients were categorized into two groups: the control group (n = 124) and the experimental group (n = 123). Within the control group, patients received conventional preoperative education, whereas those within the experimental group were subjected to targeted nursing interventions. Furthermore, patients in the experimental group were furnished with explicit instructions pertaining to the volume and timing of water intake. Multiple factors were assessed in this study, encompassing bladder filling, the quality of uterine imaging, the utilization of assistive devices during the surgical procedure, and pregnancy outcomes. Additionally, a post-operative questionnaire was administered to both groups to gauge their comfort levels regarding urinary retention. RESULTS: Following the targeted nursing intervention, ultrasound scans indicated an increase in bladder depth (5.91 +/- 1.76 vs. 5.40 +/- 1.61, P = 0.02), resulting in clearer endometrial imaging (96.74% vs. 88.71%, P = 0.02). Additionally, the experimental group reported significantly higher levels of comfort with urine retention (P = 0.01) compared to the control group, and these differences held statistical significance. Furthermore, the pregnancy rate in the experimental group was greater than that in the control group (52.85% vs. 50.8%, P > 0.05). CONCLUSION: Based on the premise that pregnancy rates remain unaffected, the implementation of targeted nursing care has the potential to augment bladder filling, enhance the quality of endometrial imaging, reduce the requirement for instrumentassisted embryo transfers, and notably enhance the comfort of patients in relation to urine retention.;;0928-7329;1878-7401;;;2024;32;3;;1421;1429;;10.3233/THC-230380;http://dx.doi.org/10.3233/THC-230380;WOS:001228342100016
J;"Morrison, L; Saynor, ZL; Kirk, A; McCann, L";"Morrison, Lisa; Saynor, Zoe Louise; Kirk, Alison; McCann, Lisa";Revolutionizing Care: Unleashing the Potential of Digital Health Technology in Physiotherapy Management for People With Cystic Fibrosis;JMIR REHABILITATION AND ASSISTIVE TECHNOLOGIES;"This viewpoint paper explores the dynamic intersection of physiotherapy and digital health technologies (DHTs) in enhancing the care of people with cystic fibrosis (CF), in the context of advancements such as highly effective modulator therapies that are enhancing life expectancy and altering physiotherapy needs. The role of DHTs, including telehealth, surveillance, home monitoring, and activity promotion, has expanded, becoming crucial in overcoming geographical barriers and accelerated by the recent pandemic. Physiotherapy, integral to CF care since 1946, has shifted toward patient-centered approaches, emphasizing exercise training and a physically active lifestyle. The reduction in inpatient admissions due to highly effective modulator therapies has led to increased home care and online or electronic consultations, and DHTs have revolutionized service delivery, offering flexibility, self-management, and personalized care options; however, there is a need to comprehensively understand user experiences from both people with CF and physiotherapists. This paper highlights the essential exploration of user experiences to facilitate clinician adaptation to the digital requirements of modern clinical management, ensuring equitable care in the future hospitals arena. Identifying research gaps, this paper emphasizes the need for a thorough evaluation of DHT use in CF physiotherapy education, training, and self-monitoring, as well as the experiences of people with CF with online or electronic consultations, self-monitoring, and remote interventions. Online group exercise platforms address historical challenges relating to infection control but necessitate comprehensive evaluations of user experiences and preferences. Future-proofing DHTs within the physiotherapy management of CF demands a shift toward full integration, considering stakeholder opinions and addressing barriers. While DHTs have the potential to extend physiotherapy beyond the hospital, this paper stresses the importance of understanding user experiences, addressing digital poverty, and working toward more equitable health care access. A flexible approach in the future hospital is advocated, emphasizing the need for a nuanced understanding of user preferences and experiences to optimize the integration of DHTs in CF care.";"Saynor, Zoe/0000-0003-0674-8477; McCann, Lisa/0000-0002-5322-5778; Kirk, Alison/0000-0002-6534-3763";;2369-2529;;;2024;11;;;;;e55718;10.2196/55718;http://dx.doi.org/10.2196/55718;WOS:001267853300001
J;"Livingstone-Lee, SA; Skelton, RW; Livingston, N";"Livingstone-Lee, Sharon A.; Skelton, Ronald W.; Livingston, Nigel";Transit Apps for People With Brain Injury and Other Cognitive Disabilities: The State of the Art;ASSISTIVE TECHNOLOGY;Individuals with cognitive disability have difficulty using public transit, but little research is directed toward this issue. Recent studies suggest that smartphones may be useful assistive devices in this context. Current objectives were to (1) survey research into difficulties people with cognitive disabilities experience when using public transit, (2) survey the current state of the art of transit and personal navigation applications (apps) and features, (3) recommend best existing transit apps for people with cognitive disability, and (4) recommend the best designs and features of these apps to developers of future transit apps. Potentially useful features were found in four categories: Transit apps for (1) individuals with cognitive disabilities and (2) healthy individuals, and personal navigation apps for (3) individuals with cognitive disabilities and (4) healthy individuals. A total of 159 apps were examined, but only seven were found specific to public transit for cognitive disability. By comparing research recommendations and currently available features, we identified several unmet needs. We note that there appears to be a shortage of apps for this population-function but that there is good research in the area and it is well suited to inform app development.;;1040-0435;1949-3614;;;2014;26;4;;209;218;;10.1080/10400435.2014.930076;http://dx.doi.org/10.1080/10400435.2014.930076;WOS:000344105900005
J;"Kyle, F; Kujala, J; Richardson, U; Lyytinen, H; Goswami, U";"Kyle, Fiona; Kujala, Janne; Richardson, Ulla; Lyytinen, Heikki; Goswami, Usha";Assessing the Effectiveness of Two Theoretically Motivated Computer-Assisted Reading Interventions in the United Kingdom: GG Rime and GG Phoneme;READING RESEARCH QUARTERLY;We report an empirical comparison of the effectiveness of two theoretically motivated computer-assisted reading interventions (CARI) based on the Finnish GraphoGame CARI: English GraphoGame Rime (GG Rime) and English GraphoGame Phoneme (GG Phoneme). Participants were 67-year-old students who had been identified by their teachers as being relatively poor at reading. The students were divided into three groups. Two of the groups played one of the games as a supplement to normal classroom literacy instruction for five sessions per week for a period of 12 weeks. The third group formed an untreated control. Both games led to gains in reading, spelling, and phonological skills in comparison with the untreated control group. The two interventions also had some differential effects. The intervention gains were maintained at a four-month follow-up.;"Richardson, Ulla/0000-0001-9181-5106; Kyle, Fiona/0000-0003-2997-3167";0034-0553;1936-2722;;JAN-MAR;2013;48;1;;61;76;;10.1002/rrq.038;http://dx.doi.org/10.1002/rrq.038;WOS:000312989200005
J;"Johnson, ST; Martin, C; Anens, E; Johansson, AC; Hellström, K";"Johnson, Susanna Tuvemo; Martin, Cathrin; Anens, Elisabeth; Johansson, Ann-Christin; Hellstrom, Karin";Older Adults' Opinions on Fall Prevention in Relation to Physical Activity Level;JOURNAL OF APPLIED GERONTOLOGY;The purpose of this study was to explore and describe older adults' opinions regarding actions to prevent falls and to analyze differences in the opinions of highly versus less physically active older adults. An open-ended question was answered by 262 individuals aged 75 to 98 years living in the community. The answers were analyzed using qualitative content analysis, and differences in the categories were compared between highly and less physically active persons. Physical activity was measured according to a five-level scale. The content analysis resulted in eight categories: assistive devices, avoiding hazards, behavioral adaptive strategies, being physically active, healthy lifestyle, indoor modifications, outdoor modifications, and seeking assistance. Behavioral adaptive strategies were mentioned to a greater extent by highly active people, and indoor modifications were more often mentioned by less active older adults. Support for active self-directed behavioral strategies might be important for fall prevention among less physically active older adults.;Hellstrom, Karin/0000-0002-5789-5162;0733-4648;1552-4523;;JAN;2018;37;1;;58;78;;10.1177/0733464815624776;http://dx.doi.org/10.1177/0733464815624776;WOS:000417697100005
